property_type,society,sector,price_in_cr,price_per_sqft,area_in_sqft,areawithtype,bedroom,bathroom,balcony,floornum,facing,agepossession,area_in_sq_ft,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,Central Park Flower Valley Aqua Front Towers,Sector 33,1.7,9502.0,1789.0,Super Built up area 1789(166.2 sq.m.),3,3,3,12,na,Undefined,,1789.0,,,0,0,0,0,0,0,24
flat,Sare Homes,Sector 92,1.25,6200.0,2016.0,Built Up area: 2040 (189.52 sq.m.),4,3,0,16,na,New Property,,,2040.0,,0,0,0,0,0,0,49
flat,Vatika Sovereign Next,Sector 82A,2.91,6700.0,4343.0,Super Built up area 4350(404.13 sq.m.)Carpet area: 3480 sq.ft. (323.3 sq.m.),4,4,3,6,east,Undefined,,4350.0,,3480.0,1,1,1,0,0,2,79
flat,Bhagwati Sadan,Sector 12,1.15,5750.0,2000.0,Super Built up area 2500(232.26 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),3,4,2,2,na,Old,,2500.0,2000.0,1750.0,1,1,0,0,1,2,28
flat,Smart World Gems,Sector 89,1.2,12526.0,958.0,Carpet area: 958 (89 sq.m.),3,3,3,3,east,New Property,,,,958.0,0,0,1,1,0,0,131
flat,Micasa,Sohna Road,1.5,12244.0,1225.0,Carpet area: 1225 (113.81 sq.m.),2,2,3,11,na,New Property,,,,1225.0,0,0,0,0,0,0,44
flat,Eldeco Accolade,Sohna Road,1.3,7424.0,1751.0,Super Built up area 1751(162.67 sq.m.)Carpet area: 1290 sq.ft. (119.84 sq.m.),3,3,3+,10,east,Relatively New,,1751.0,,1290.0,0,0,0,0,0,0,49
flat,Hero Homes,Sector 104,1.75,10361.0,1689.0,Super Built up area 1689(156.91 sq.m.),3,3,3,2,na,New Property,,1689.0,,,0,0,0,0,0,0,30
flat,Shyam Sadan,Sector 3 Phase 2,0.55,6470.0,850.0,Carpet area: 700 (65.03 sq.m.),2,2,1,4,west,Relatively New,,,,700.0,1,0,0,0,0,2,69
flat,M Heights,Sector 65,2.5,13600.0,1838.0,Super Built up area 1828(169.83 sq.m.),3,3,3,19,na,New Property,,1828.0,,,0,0,0,0,0,0,0
flat,Supertech Hilltown,Sector 2,0.8,5556.0,1440.0,Built Up area: 1440 (133.78 sq.m.)Carpet area: 1080 sq.ft. (100.34 sq.m.),3,2,3,8,na,Undefined,,,1440.0,1080.0,0,0,0,0,0,0,0
flat,Raheja Vedaanta,Sector 108,0.7,4666.0,1500.0,Built Up area: 1468 (136.38 sq.m.)Carpet area: 1150 sq.ft. (106.84 sq.m.),2,2,1,10,west,Moderately Old,,,1468.0,1150.0,0,0,0,0,0,0,0
flat,BPTP Terra,Sector 37D,1.95,14444.0,1350.0,Super Built up area 2191(203.55 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),4,3,3,7,na,New Property,,2191.0,1650.0,1350.0,0,0,0,0,0,0,53
flat,Green Court,Sector 90,0.45,7188.0,626.0,Carpet area: 626 (58.16 sq.m.),2,2,1,2,na,New Property,,,,626.0,0,0,0,0,0,2,42
flat,M Golf Hills Phase,Sector 79,1.7,10828.0,1570.0,Built Up area: 1570 (145.86 sq.m.)Carpet area: 1099 sq.ft. (102.1 sq.m.),3,2,3,10,na,Undefined,,,1570.0,1099.0,0,0,0,0,0,0,0
flat,Pyramid Urban Homes,Sector 86,0.5,9615.0,520.0,Carpet area: 520 (48.31 sq.m.),2,2,1,10,na,Relatively New,,,,520.0,0,0,0,0,0,0,15
flat,M Heights,Sector 65,2.8,15000.0,1867.0,Super Built up area 1828(169.83 sq.m.),3,3,3,20,north-east,New Property,,1828.0,,,0,0,0,0,0,0,91
flat,Godrej Nature Plus,Sector 33,1.45,15664.0,926.0,Built Up area: 118 Carpet area: 86 sq.m.,3,2,3+,20,na,Undefined,,,118.0,86.0,1,0,0,0,0,0,144
flat,Smart World Orchard,Sector 61,2.2,13496.0,1630.0,Carpet area: 1630 (151.43 sq.m.),3,3,2,3,na,New Property,,,,1630.0,0,0,0,0,0,0,16
flat,Ashiana Anmol,Sohna Road,0.9,9463.0,951.0,Super Built up area 1275(118.45 sq.m.)Carpet area: 951 sq.ft. (88.35 sq.m.),2,2,2,13,south,Relatively New,,1275.0,,951.0,0,0,0,0,0,1,120
flat,Signature Signum,Sector 95,0.4,7782.0,514.0,Carpet area: 514 (47.75 sq.m.),2,2,2,3,east,New Property,,,,514.0,0,0,0,0,0,0,44
flat,Umang Winter Hills,Sector 77,1.35,7780.0,1735.0,Super Built up area 1735(161.19 sq.m.)Carpet area: 1199 sq.ft. (111.39 sq.m.),3,3,3+,7,na,New Property,,1735.0,,1199.0,0,0,1,0,0,2,96
flat,Aardhya Homesh,Sector 67A,1.85,8043.0,2300.0,Carpet area: 2300 (213.68 sq.m.),4,4,0,4,east,Undefined,,,,2300.0,0,0,0,0,0,0,0
flat,ROF Ananda,Sector 95,0.25,6578.0,380.0,Super Built up area 380(35.3 sq.m.),1,1,1,4,na,New Property,,380.0,,,0,0,0,0,0,0,0
flat,Smart World Gems,Sector 89,0.88,7963.0,1105.0,Carpet area: 1105 (102.66 sq.m.),2,2,3,2,na,New Property,,,,1105.0,1,0,0,0,0,0,44
flat,Assotech Blith,Sector 99,1.15,6593.0,1744.0,Super Built up area 1365(126.81 sq.m.),2,2,2,2,na,New Property,,1365.0,,,0,0,0,0,1,2,72
flat,Essel Tower,Iffco Chowk,1.6,12185.0,1313.0,Super Built up area 1313(121.98 sq.m.),3,3,3,4,na,Moderately Old,,1313.0,,,0,0,0,0,0,0,46
flat,Raheja Vanya,Sector 99A,0.85,6789.0,1252.0,Super Built up area 1252(116.31 sq.m.),2,2,2,3,west,New Property,,1252.0,,,0,0,0,0,0,0,43
flat,Vatika Inxt Floors,Sector 82A,0.75,7500.0,1000.0,Built Up area: 1000 (92.9 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),2,2,2,1,na,Undefined,,,1000.0,650.0,0,0,0,0,0,0,0
flat,Palam Vihar Society,Sector 2,3.35,7444.0,4500.0,Carpet area: 4500 (418.06 sq.m.),4,4,3+,2,na,New Property,,,,4500.0,1,0,0,0,0,0,66
flat,Godrej Oasis,Sector 88A,1.5,8108.0,1850.0,Super Built up area 1850(171.87 sq.m.),3,3,3+,11,north-east,New Property,,1850.0,,,0,0,0,0,0,0,39
flat,DLF New Town Heights,Sector 91,1.65,6345.0,2600.0,Super Built up area 2364(219.62 sq.m.),4,4,3+,11,west,Moderately Old,,2364.0,,,0,1,0,0,0,0,72
flat,DLF New Town Heights,Sector 91,2.0,6967.0,2871.0,Super Built up area 2727(253.35 sq.m.),4,4,3+,16,east,Moderately Old,,2727.0,,,1,1,0,1,0,0,65
flat,Supertech Hues,Sector 68,0.9,7627.0,1180.0,Carpet area: 1180 (109.63 sq.m.),2,2,2,1,east,New Property,,,,1180.0,0,0,0,0,0,0,44
flat,Krrish Florence Estate,Sector 70,1.25,6703.0,1865.0,Super Built up area 1865(173.26 sq.m.),3,3,3,18,north-east,Undefined,,1865.0,,,0,0,0,0,0,0,51
flat,Piedmont Taksila Heights,Sector 37C,1.0,6506.0,1537.0,Carpet area: 1537 (142.79 sq.m.),3,3,3+,8,na,Relatively New,,,,1537.0,0,0,0,0,0,2,49
flat,Experion Heartsong,Dwarka Expressway,1.08,6150.0,1756.0,Built Up area: 1758 (163.32 sq.m.),3,3,0,6,na,Undefined,,,1758.0,,0,0,0,0,0,0,0
flat,SS Residency Residency The Leaf,Sector 85,2.15,8928.0,2408.0,Super Built up area 2408(223.71 sq.m.),3,5,3,2,na,New Property,,2408.0,,,0,0,0,0,0,0,0
flat,M Urbana,Sector 67,1.0,12106.0,826.0,Built Up area: 826 (76.74 sq.m.),1,1,1,17,south,Relatively New,,,826.0,,0,0,0,0,0,0,49
flat,AIPL Zen Residences,Sector 70A,1.65,13074.0,1262.0,Super Built up area 1262(117.24 sq.m.),2,2,3,23,north-west,New Property,,1262.0,,,0,0,0,0,0,0,81
flat,DLF Regal Gardens,Sector 90,1.79,8081.0,2215.0,Carpet area: 2215 (205.78 sq.m.),4,3,3+,10,north-east,Moderately Old,,,,2215.0,0,0,0,0,0,0,63
flat,Godrej Air,Sector 85,1.8,13136.0,1370.0,Carpet area: 127.3,3,3,3,30,na,Undefined,,,,127.3,0,0,0,0,0,0,45
flat,Suncity Vatsal Valley,Gwal Pahari,1.45,10139.0,1430.0,Built Up area: 1430 (132.85 sq.m.)Carpet area: 760 sq.ft. (70.61 sq.m.),3,3,3,4,na,Undefined,,,1430.0,760.0,0,0,0,0,0,0,49
flat,Shree Shyam Residency,Block A Sector 21,0.22,4731.0,465.0,Super Built up area 585(54.35 sq.m.)Carpet area: 465 sq.ft. (43.2 sq.m.),1,1,1,2,east,Relatively New,,585.0,,465.0,0,0,0,0,0,0,0
flat,Project Krishna Colony,Sector 7,0.36,5142.0,700.0,Built Up area: 700 (65.03 sq.m.),2,2,1,0,na,Relatively New,,,700.0,,0,0,0,0,0,0,0
flat,MVN Athens,Sohna Road,0.25,4258.0,587.0,Built Up area: 587 (54.53 sq.m.),2,2,1,0,na,Relatively New,,,587.0,,0,0,0,0,0,0,38
flat,M Antalya Hills,Sector 79,1.15,7496.0,1534.0,Super Built up area 1534(142.51 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1103 sq.ft. (102.47 sq.m.),3,3,3+,1,na,Under Construction,,1534.0,1200.0,1103.0,1,0,0,0,0,0,0
flat,Central Park Flower Valley,Sohna Road,1.65,17441.0,946.0,Carpet area: 946 (87.89 sq.m.),3,3,0,1,na,Undefined,,,,946.0,0,0,0,0,0,0,66
flat,M Capital,Sector 113,2.9,12619.0,2298.0,Carpet area: 2298 (213.49 sq.m.),4,4,3+,11,north,Under Construction,,,,2298.0,1,1,0,0,0,0,49
flat,Ansal Height Height Heights,Sector 92,0.6,4546.0,1320.0,Super Built up area 1320(122.63 sq.m.),2,2,3,11,na,Undefined,,1320.0,,,0,0,0,0,1,0,23
flat,Malibu Towne,Sector 47,2.4,10000.0,2400.0,Carpet area: 2400 (222.97 sq.m.),3,3,0,0,west,Moderately Old,,,,2400.0,0,0,0,0,0,2,22
flat,AIPL Zen Residences,Sector 70A,1.25,9904.0,1262.0,Carpet area: 1262 (117.24 sq.m.),2,2,3,19,na,Undefined,,,,1262.0,0,0,0,0,0,0,0
flat,M Heights,Sector 65,2.15,15003.0,1433.0,Built Up area: 1433 (133.13 sq.m.),2,2,3+,28,east,Undefined,,,1433.0,,0,0,0,0,0,0,0
flat,HCBS Sports Ville,Sohna Road,0.3,3970.0,756.0,Built Up area: 743 (69.03 sq.m.)Carpet area: 519 sq.ft. (48.22 sq.m.),2,2,1,4,na,Undefined,,,743.0,519.0,0,0,0,0,0,0,0
flat,HCBS Sports Ville,Sohna Road,0.38,5067.0,750.0,Built Up area: 750 (69.68 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),2,2,2,9,east,Undefined,,,750.0,650.0,0,0,0,0,0,0,0
flat,Jmd Empire,Golf Course Road,1.5,12500.0,1200.0,Built Up area: 1200 (111.48 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),2,2,3,7,east,Undefined,,,1200.0,1100.0,0,0,0,0,0,0,0
flat,Housing Apna Enclave,Sector 4,0.39,4105.0,950.0,Built Up area: 950 (88.26 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2,2,1,-1,north-east,Undefined,,,950.0,750.0,0,0,0,0,0,0,0
flat,Assotech Blith,Sector 99,1.6,6667.0,2400.0,Built Up area: 2400 (222.97 sq.m.),3,4,0,15,na,Undefined,,,2400.0,,0,0,0,0,0,0,51
flat,Pareena Mi Casa,Sector 68,1.7,8504.0,1999.0,Super Built up area 1999(185.71 sq.m.),4,4,3,2,na,New Property,,1999.0,,,0,0,0,0,0,0,47
flat,Suncity Heights,Sector 54,3.25,14118.0,2302.0,Carpet area: 2302 (213.86 sq.m.),3,3,3+,0,east,Old,,,,2302.0,0,0,0,1,0,2,120
flat,Lotus Homz,Sector 111,0.6,8450.0,710.0,Carpet area: 710 (65.96 sq.m.),2,2,3,9,east,New Property,,,,710.0,0,0,0,0,0,0,52
flat,Ramson Kshitij,Sector 95,0.27,2700.0,1000.0,Super Built up area 1000(92.9 sq.m.)Carpet area: 550 sq.ft. (51.1 sq.m.),2,2,0,1,west,Undefined,,1000.0,,550.0,0,0,0,0,0,0,0
flat,Maruti Vihar Colony,Sector 28,0.95,8886.0,1069.0,Carpet area: 1069 (99.31 sq.m.),2,1,1,1,na,Old,,,,1069.0,0,0,0,0,0,0,59
flat,M Heights,Sector 65,2.65,18492.0,1433.0,Super Built up area 1433(133.13 sq.m.),2,2,3,4,north-east,New Property,,1433.0,,,1,0,0,0,0,0,38
flat,Supertech Basera,Sector 79,0.36,7643.0,471.0,Built Up area: 546 (50.73 sq.m.)Carpet area: 471 sq.ft. (43.76 sq.m.),2,2,1,4,na,New Property,,,546.0,471.0,0,0,0,0,0,0,60
flat,Signature Global The Millennia,Sector 37D,0.55,9166.0,600.0,Super Built up area 600(55.74 sq.m.),2,2,3,3,na,New Property,,600.0,,,0,0,0,0,0,0,53
flat,M Soulitude,Sector 89,1.32,16923.0,780.0,Carpet area: 780 (72.46 sq.m.),3,3,3,1,na,New Property,,,,780.0,0,0,0,0,0,0,45
flat,Raheja Vanya,Sector 99A,0.59,3975.0,1484.0,Super Built up area 1252.13(116.33 sq.m.),2,2,3,1,east,New Property,,1252.16,,,0,0,0,0,1,0,96
flat,Ganpati Apartment   Laxman Vihar Phase,Sector 4,0.45,4705.0,956.0,Carpet area: 850 (78.97 sq.m.),2,2,1,0,east,Relatively New,,,,850.0,0,0,0,0,0,0,46
flat,Ramprastha The Atrium,Sector 37D,0.9,6225.0,1446.0,Super Built up area 1285(119.38 sq.m.)Built Up area: 1185 sq.ft. (110.09 sq.m.)Carpet area: 975 sq.ft. (90.58 sq.m.),3,3,2,13,south-east,Relatively New,,1285.0,1185.0,975.0,0,0,0,0,0,1,37
flat,M Golfestate,Sector 79,1.4,10000.0,1400.0,Carpet area: 1400 (130.06 sq.m.),2,2,2,4,east,Undefined,,,,1400.0,1,1,1,0,0,1,83
flat,Eldeco Accolade,Sohna Road,0.95,6542.0,1452.0,Super Built up area 1452(134.9 sq.m.)Carpet area: 849 sq.ft. (78.87 sq.m.),2,2,3+,6,east,New Property,,1452.0,,849.0,1,0,0,0,0,2,56
flat,M Heights,Sector 65,3.0,18000.0,1667.0,Super Built up area 1828(169.83 sq.m.),3,3,3,20,south-east,New Property,,1828.0,,,0,0,0,0,0,0,60
flat,M Heights,Sector 65,3.67,17990.0,2040.0,Super Built up area 2040(189.52 sq.m.),3,3,2,27,na,New Property,,2040.0,,,0,1,0,0,0,0,43
flat,Vatika Sovereign Next,Sector 82A,3.85,7500.0,5133.0,Carpet area: 5140 (477.52 sq.m.),5,6,3+,6,na,New Property,,,,5140.0,0,1,0,1,0,0,148
flat,M Heights,Sector 65,3.29,17997.0,1828.0,Super Built up area 1828(169.83 sq.m.),3,3,3,33,east,New Property,,1828.0,,,0,0,0,0,0,0,49
flat,M Heights,Sector 65,2.33,18477.0,1261.0,Super Built up area 1261(117.15 sq.m.),2,2,3,35,north-east,Undefined,,1261.0,,,0,0,0,0,0,2,49
flat,M Heights,Sector 65,2.79,14168.0,1969.0,Super Built up area 1828(169.83 sq.m.),3,3,3,26,east,New Property,,1828.0,,,0,0,0,0,0,0,15
flat,South City  Floors,Sector 41,3.4,11724.0,2900.0,Built Up area: 2900 (269.42 sq.m.),4,4,3,0,na,Undefined,,,2900.0,,0,0,0,0,0,0,0
flat,Allure Homes,Sector 12,0.72,7272.0,990.0,Carpet area: 990 (91.97 sq.m.),2,2,1,2,na,Relatively New,,,,990.0,0,0,0,0,1,2,16
flat,Zara Aavaas,Sector 104,0.4,7036.0,569.0,Super Built up area 568.46(52.81 sq.m.),2,2,1,4,north,Relatively New,,568.44,,,0,0,0,0,0,0,52
flat,Sidhartha Ncr One Phase,Sector 95,0.56,4105.0,1364.0,Super Built up area 1364(126.72 sq.m.),2,2,2,10,na,Relatively New,,1364.0,,,0,0,0,0,0,2,60
flat,CHD Avenue,Sector 71,1.1,6790.0,1620.0,Super Built up area 1620(150.5 sq.m.),3,3,3,11,na,Relatively New,,1620.0,,,0,0,0,0,1,0,72
flat,Ramprastha The Edge Towers,Sector 37D,0.71,5420.0,1310.0,Super Built up area 1310(121.7 sq.m.)Built Up area: 1100 sq.ft. (102.19 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,3,10,south-east,New Property,,1310.0,1100.0,1000.0,0,0,0,0,1,0,38
flat,Supertech Araville,Sector 79,0.78,6024.0,1295.0,Super Built up area 1295(120.31 sq.m.),2,2,3+,0,na,New Property,,1295.0,,,0,0,0,0,1,0,74
flat,Imperia Aashiyara,Sector 37C,0.4,5882.0,680.0,Carpet area: 680 (63.17 sq.m.),2,2,3,3,na,Undefined,,,,680.0,0,0,0,0,0,0,126
flat,La Vida By Tata Housing,Sector 113,1.85,11716.0,1579.0,Super Built up area 1579(146.69 sq.m.),3,2,2,7,east,New Property,,1579.0,,,0,0,0,0,0,0,13
flat,Shapoorji Pallonji Joyville,Sector 102,1.1,12181.0,903.0,Super Built up area 903(83.89 sq.m.),2,2,1,8,na,New Property,,903.0,,,0,0,0,0,0,0,105
flat,Smart World Orchard,Sector 61,1.41,12250.0,1151.0,Built Up area: 1150 (106.84 sq.m.),2,2,2,2,na,New Property,,,1150.0,,1,0,0,0,0,0,76
flat,Supertech Araville,Sector 79,1.45,7455.0,1945.0,Carpet area: 1945 (180.7 sq.m.),3,3,3,3,north,Relatively New,,,,1945.0,0,0,0,0,0,0,0
flat,Smart World Orchard,Sector 61,2.2,13500.0,1630.0,Carpet area: 1600 (148.64 sq.m.),3,3,2,1,north-east,New Property,,,,1600.0,0,0,0,0,0,0,49
flat,Unitech The Residences,Sector 33,1.1,9909.0,1110.0,Super Built up area 1110(103.12 sq.m.)Built Up area: 1100 sq.ft. (102.19 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,3,9,east,Moderately Old,,1110.0,1100.0,1000.0,0,0,0,0,0,2,44
flat,Emaar Imperial Gardens,Sector 102,2.05,9876.0,2076.0,Carpet area: 2025 (188.13 sq.m.),3,4,3+,14,south,Relatively New,,,,2025.0,0,1,0,0,0,0,116
flat,Sare Homes,Sector 92,0.6,5000.0,1200.0,Carpet area: 1200 (111.48 sq.m.),3,2,3,4,na,Moderately Old,,,,1200.0,0,0,0,0,0,2,49
flat,Greenopolis,Sector 89,0.8,4820.0,1660.0,Super Built up area 1660(154.22 sq.m.),2,3,3,8,na,Undefined,,1660.0,,,1,0,0,0,1,0,60
flat,Pivotal Devaan,Sector 84,0.41,7032.0,583.0,Super Built up area 583(54.16 sq.m.)Built Up area: 565 sq.ft. (52.49 sq.m.)Carpet area: 483 sq.ft. (44.87 sq.m.),2,2,2,10,east,New Property,,583.0,565.0,483.0,0,0,0,0,0,2,23
flat,Today Callidora,Sector 73,0.9,5548.0,1622.0,Built Up area: 1622 (150.69 sq.m.),3,3,3,3,east,Undefined,,,1622.0,,0,1,0,0,0,0,63
flat,M M Residency Krishna Colony,Sector 7,0.54,5888.0,917.0,Carpet area: 900 (83.61 sq.m.),2,2,1,3,east,Relatively New,,,,900.0,0,0,0,0,0,0,70
flat,Signature Global Park,Sector 36,0.82,7585.0,1081.0,Super Built up area 1081(100.43 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),3,2,2,2,na,New Property,,1081.0,,650.0,0,0,0,0,0,0,8
flat,CHD Avenue,Sector 71,1.0,6734.0,1485.0,Super Built up area 1485(137.96 sq.m.),3,3,3+,3,north,Relatively New,,1485.0,,,0,0,0,0,0,2,7
flat,Park Royal Apartment,Sector 56,1.85,9024.0,2050.0,Carpet area: 2050 (190.45 sq.m.),3,4,3,7,na,Old,,,,2050.0,0,1,0,0,0,0,72
flat,Vatika Boulevard Residences And Heights,Sector 83,1.42,8000.0,1775.0,Carpet area: 1775 (164.9 sq.m.),3,3,2,2,west,Relatively New,,,,1775.0,0,0,0,0,0,2,113
flat,Signature Global The Millennia,Sector 37D,0.55,9166.0,600.0,Super Built up area 850(78.97 sq.m.)Built Up area: 610 sq.ft. (56.67 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2,2,3,3,na,New Property,,850.0,610.0,600.0,0,0,0,0,0,0,71
flat,M Heights,Sector 65,2.29,15980.0,1433.0,Carpet area: 1433 (133.13 sq.m.),2,2,3,8,na,Undefined,,,,1433.0,1,0,0,0,0,0,15
flat,Shapoorji Pallonji Joyville,Sector 102,0.97,10601.0,915.0,Super Built up area 915(85.01 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2,2,2,12,na,New Property,,915.0,,600.0,0,0,0,0,0,0,57
flat,Tulip Monsella,Sector 53,8.25,28000.0,2946.0,Super Built up area 2940(273.13 sq.m.),3,4,3,8,na,Under Construction,,2940.0,,,0,1,0,0,0,1,35
flat,Shyamkunj Ashok Vihar Pahse,Sector 3 Phase 2,0.3,4444.0,675.0,Carpet area: 675 (62.71 sq.m.),2,2,1,1,east,Relatively New,,,,675.0,0,0,0,0,0,0,21
flat,Godrej Nature Plus,Sector 33,1.65,14335.0,1151.0,Carpet area: 1151 (106.93 sq.m.),2,2,3,1,east,Undefined,,,,1151.0,0,0,0,0,0,0,38
flat,M Heights,Sector 65,1.99,15793.0,1260.0,Super Built up area 1260(117.06 sq.m.),2,2,2,26,na,New Property,,1260.0,,,0,0,0,0,0,0,0
flat,M The Marina,Sector 68,1.0,12500.0,800.0,Carpet area: 800 (74.32 sq.m.),2,2,3,21,na,Relatively New,,,,800.0,0,0,0,0,0,0,31
flat,Emaar Digihomes,Sector 62,4.25,26562.0,1600.0,Carpet area: 1600 (148.64 sq.m.),3,3,3,8,na,New Property,,,,1600.0,1,0,0,0,0,0,16
flat,Umang Monsoon Breeze,Sector 78,1.25,5000.0,2500.0,Super Built up area 2350(218.32 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),4,4,3,2,east,Relatively New,,2350.0,2300.0,2000.0,0,1,0,1,1,0,57
flat,Mapsko Paradise,Sector 83,0.95,6300.0,1508.0,Carpet area: 1340 (124.49 sq.m.),3,3,3,1,na,Moderately Old,,,,1340.0,0,0,0,0,0,0,0
flat,Cancon Enclave,Sector 4,1.05,7777.0,1350.0,Carpet area: 1350 (125.42 sq.m.),3,2,2,2,na,New Property,,,,1350.0,0,0,0,0,0,2,0
flat,Tata Primanti,Sector 72,4.1,14100.0,2908.0,Super Built up area 2905(269.88 sq.m.),4,5,3+,39,na,New Property,,2905.0,,,0,1,0,0,1,0,103
flat,Mrg World Ultimus,Sector 90,0.5,6983.0,716.0,Carpet area: 716 (66.52 sq.m.),2,2,2,1,north-east,New Property,,,,716.0,0,0,0,0,0,0,21
flat,Sonata Group Housing Gh,Manesar,1.65,5892.0,2800.0,Carpet area: 2800 (260.13 sq.m.),4,3,3,8,na,New Property,,,,2800.0,0,1,0,0,0,0,20
flat,BPTP Pedestal,Sector 70A,1.6,10158.0,1575.0,Carpet area: 1575 (146.32 sq.m.),3,3,3,2,north-east,New Property,,,,1575.0,0,1,0,0,1,0,77
flat,Smart World Orchard,Sector 61,2.1,13750.0,1527.0,Super Built up area 1549(143.91 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,2,3,3,south,New Property,,1549.0,,1500.0,0,0,0,0,0,0,146
flat,Hsiidc Sidco Aravali,Manesar,0.9,3648.0,2467.0,Super Built up area 2467(229.19 sq.m.),4,4,3,7,na,Moderately Old,,2467.0,,,0,0,0,0,0,0,0
flat,Godrej Aria,Sector 79,1.1,7772.0,1415.0,Super Built up area 1351(125.51 sq.m.),2,2,3+,4,north-east,New Property,,1351.0,,,0,0,0,0,0,2,49
flat,Assotech Blith,Sector 99,0.92,6739.0,1365.0,Super Built up area 1365(126.81 sq.m.),2,2,3+,22,na,New Property,,1365.0,,,0,0,0,0,0,0,56
flat,Sare Crescent Parc,Sector 92,0.7,5556.0,1260.0,Built Up area: 140 (117.06 sq.m.),3,3,2,14,na,Undefined,,,140.0,,0,0,0,0,0,0,38
flat,Unitech Vistas,Sector 70,0.99,6325.0,1565.0,Super Built up area 1565(145.39 sq.m.),3,4,2,11,na,New Property,,1565.0,,,0,0,0,0,0,0,0
flat,Supertech Araville,Sector 79,0.72,6061.0,1188.0,Super Built up area 1295(120.31 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),2,2,3+,17,north,New Property,,1295.0,,1250.0,0,0,0,0,1,0,53
flat,Ansal Height Height Housing Highland Park,Sector 103,0.88,6429.0,1369.0,Super Built up area 1361(126.44 sq.m.),2,2,3,3,na,New Property,,1361.0,,,0,0,0,0,0,0,52
flat,Tulip White,Sector 69,0.91,6862.0,1326.0,Carpet area: 1326 (123.19 sq.m.),3,2,2,12,na,Moderately Old,,,,1326.0,0,0,0,0,0,0,43
flat,Mapsko Casa Bella,Sector 82,1.25,6377.0,1960.0,Super Built up area 1960(182.09 sq.m.),3,4,3+,8,na,New Property,,1960.0,,,0,0,0,0,0,0,54
flat,Unitech Uniworld Gardens,Sector 47,1.05,10531.0,997.0,Carpet area: 997 (92.62 sq.m.),2,2,2,3,north-east,Relatively New,,,,997.0,0,0,0,0,0,2,34
flat,ILD Grand,Sector 37C,0.66,5038.0,1310.0,Built Up area: 1310 (121.7 sq.m.),2,2,3+,14,na,Undefined,,,1310.0,,0,0,0,0,0,0,60
flat,M Capital,Sector 113,1.83,13969.0,1310.0,Built Up area: 1310 (121.7 sq.m.),2,2,0,7,na,Undefined,,,1310.0,,0,0,0,0,0,0,0
flat,Unitech Vistas,Sector 70,0.53,4800.0,1104.0,Super Built up area 1095(101.73 sq.m.),2,2,2,9,na,New Property,,1095.0,,,0,0,0,0,1,0,24
flat,Ramprastha The Edge Towers,Sector 37D,0.8,5797.0,1380.0,Super Built up area 1380(128.21 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,3,2,north-east,Relatively New,,1380.0,1300.0,1200.0,0,0,0,0,0,0,78
flat,Smart World Gems,Sector 89,1.71,12000.0,1425.0,Built Up area: 1423 (132.2 sq.m.),3,2,0,3,na,Undefined,,,1423.0,,0,0,0,0,0,0,45
flat,Sapphire Eighty Three,Sector 83,0.65,9286.0,700.0,Built Up area: 700 (65.03 sq.m.),1,1,0,6,na,Undefined,,,700.0,,0,0,0,0,0,0,0
flat,Pareena Coban Residences,Sector 99A,1.3,6510.0,1997.0,Built Up area: 1997 (185.53 sq.m.),3,3,0,16,na,Undefined,,,1997.0,,0,0,0,0,0,0,0
flat,Sare Crescent Parc,Sector 92,0.82,5384.0,1523.0,Built Up area: 1523 (141.49 sq.m.),3,3,3+,12,west,Undefined,,,1523.0,,0,0,0,0,0,0,0
flat,DLF The Grove,Sector 54,5.7,41245.0,1382.0,Built Up area: 1382 (128.39 sq.m.),3,3,3,1,east,Undefined,,,1382.0,,0,0,0,0,0,0,46
flat,Baani City Center,Sector 63,0.88,10945.0,804.0,Built Up area: 804 (74.69 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),1,1,2,4,na,Undefined,,,804.0,600.0,0,0,0,0,0,0,0
