property_type,sector,built_up_area,agepossession,bedroom,bathroom,study room,servant room,store room,balcony,furnishing_type,luxury_category,floor_category,price_in_cr
house,Sector 39,4509,Moderately Old,5,2,0,1,0,1,Un-furnished,Low,Mid-rise,15.0
house,Sector 12,510,New Property,3,3,0,0,0,1,Semi-furnished,Low,Low-rise,0.42
flat,Sector 81,1131,Relatively New,2,2,0,0,0,2,Semi-furnished,Average,Mid-rise,1.0
house,Sector 91,3400,Moderately Old,4,4,1,1,1,1,Un-furnished,Medium,Low-rise,2.5
flat,Sector 90,1541,Moderately Old,3,3,0,1,0,3,Semi-furnished,Average,Skyscraper,1.25
house,Sector 12,3750,Moderately Old,3,3,0,0,1,3,Semi-furnished,Low,Low-rise,1.0
house,Sector 28,3247,Relatively New,4,2,1,1,0,1,Furnished,Medium,Low-rise,11.0
house,Sector 23,1500,New Property,3,2,0,0,0,3,Un-furnished,Medium,Low-rise,1.2
flat,Sector 92,1738,Relatively New,3,3,0,0,0,2,Semi-furnished,Medium,High-rise,1.42
flat,Sector 68,1364,Relatively New,2,2,1,0,0,3,Semi-furnished,Medium,High-rise,1.32
house,Sector 8,902,Moderately Old,4,3,0,0,0,1,Semi-furnished,Low,Low-rise,0.82
flat,Sector 67A,1563,New Property,3,3,0,0,0,2,Semi-furnished,Average,Mid-rise,2.08
flat,Sector 109,2380,Relatively New,4,4,0,1,0,2,Semi-furnished,Average,High-rise,1.97
house,Sector 105,900,Moderately Old,3,2,0,0,0,1,Semi-furnished,Low,Low-rise,1.2
house,Sector 46,1858,Moderately Old,2,2,0,0,1,3,Un-furnished,Medium,Low-rise,4.5
house,Sector 66,3247,New Property,5,2,0,1,1,1,Un-furnished,Medium,Low-rise,12.0
flat,Sector 67,3160,Relatively New,4,4,0,1,0,3+,Un-furnished,Average,Basement/Ground Floor,4.5
flat,Sector 69,1674,Relatively New,3,4,0,0,0,2,Semi-furnished,High,Basement/Ground Floor,1.76
flat,Sector 109,1584,Relatively New,3,3,0,0,0,3+,Semi-furnished,Medium,Mid-rise,1.4
flat,Sector 67,1620,Relatively New,3,3,0,0,0,2,Semi-furnished,Low,Low-rise,1.2
house,Sector 109,2435,New Property,4,4,0,1,0,2,Semi-furnished,Medium,Low-rise,5.5
flat,Sector 68,1150,Relatively New,2,2,0,0,0,3,Un-furnished,Medium,Low-rise,1.1
flat,Sector 79,2373,New Property,3,4,0,1,0,2,Semi-furnished,Average,High-rise,1.9
flat,Sector 37D,2018,Relatively New,4,3,1,1,0,3,Semi-furnished,Average,High-rise,1.77
flat,Sector 70,1523,Relatively New,3,2,0,1,0,3,Semi-furnished,Average,High-rise,1.63
flat,Sector 33,1253,New Property,2,2,0,0,0,3+,Semi-furnished,Low,Low-rise,0.95
flat,Sector 70A,1393,Relatively New,2,2,0,0,0,3,Semi-furnished,Low,High-rise,1.25
flat,Sector 72,2941,Relatively New,4,4,0,1,0,3+,Un-furnished,High,Basement/Ground Floor,4.25
house,Sector 26,1804,Old,5,2,1,1,1,3,Semi-furnished,Average,Low-rise,5.8
flat,Sector 106,2131,Relatively New,4,2,0,1,0,3+,Semi-furnished,Medium,Mid-rise,2.1
flat,Sector 61,1236,New Property,2,2,1,0,0,2,Semi-furnished,Medium,Mid-rise,1.7
flat,Sector 65,2180,Relatively New,4,4,1,1,0,3,Semi-furnished,Low,Low-rise,2.85
flat,Sector 90,2214,Relatively New,4,4,0,0,0,3+,Semi-furnished,High,High-rise,1.65
flat,Sector 68,1302,New Property,2,2,0,0,0,2,Semi-furnished,Average,High-rise,1.0
house,Sector 12,1987,Old,1,1,0,0,0,3,Semi-furnished,Low,Low-rise,1.7
flat,Sector 37D,1680,Relatively New,3,3,0,0,0,3,Semi-furnished,Average,High-rise,1.5
house,Sector 24,4844,Old,1,2,0,0,0,1,Semi-furnished,Low,Mid-rise,1.6
flat,Sector 72,2629,Relatively New,4,2,0,1,0,3+,Un-furnished,High,High-rise,3.85
flat,Sector 38,1942,Old,4,4,0,0,0,3+,Furnished,Low,High-rise,2.1
house,Sector 4,1443,Old,4,4,0,0,0,3,Semi-furnished,Average,Low-rise,2.35
house,Sector 66,3156,Relatively New,5,2,0,1,1,0,Un-furnished,High,Low-rise,12.0
flat,Sohna Road,554,New Property,2,2,0,0,0,2,Semi-furnished,Average,High-rise,0.35
flat,Sector 104,2851,New Property,4,4,0,1,0,3+,Semi-furnished,Low,High-rise,2.5
flat,Sector 108,1235,Relatively New,2,2,0,0,0,2,Un-furnished,High,Mid-rise,0.65
flat,Sector 3,900,Old,2,2,0,0,0,2,Semi-furnished,Medium,Low-rise,0.55
flat,Gwal Pahari,1130,New Property,2,2,0,0,0,2,Un-furnished,Medium,Mid-rise,1.38
flat,Sector 76,2937,New Property,3,4,0,0,0,3,Semi-furnished,Low,Mid-rise,3.5
house,Sector 11,1804,Relatively New,4,1,0,0,0,3,Un-furnished,Low,Mid-rise,4.5
flat,Sohna Road,625,Relatively New,2,2,0,0,0,2,Semi-furnished,Medium,High-rise,0.35
flat,Sector 107,493,Relatively New,2,2,0,0,0,2,Semi-furnished,Average,Mid-rise,0.28
flat,Sector 108,1631,Relatively New,4,2,0,1,0,3+,Furnished,Medium,Low-rise,3.0
flat,Sector 67,2200,Relatively New,3,1,0,1,0,3,Un-furnished,Average,Mid-rise,2.99
flat,Sector 33,1619,New Property,3,3,0,0,0,3+,Semi-furnished,Low,Mid-rise,2.0
flat,Sector 71,1985,Moderately Old,4,4,0,1,0,3,Semi-furnished,Medium,High-rise,1.32
flat,Sector 83,1600,Moderately Old,3,2,0,0,0,2,Un-furnished,Medium,Low-rise,1.05
house,Sector 57,2706,New Property,4,2,0,1,0,2,Un-furnished,Average,Low-rise,7.25
flat,Sector 88A,1980,Relatively New,3,3,0,0,0,3,Semi-furnished,Average,High-rise,1.45
flat,Sector 107,602,Relatively New,2,2,0,0,0,1,Semi-furnished,Average,Mid-rise,0.36
flat,Sector 113,1534,Under Construction,3,3,1,0,0,3+,Semi-furnished,Average,Low-rise,2.51
flat,Sector 79,1650,New Property,3,3,0,1,0,3,Semi-furnished,Average,Mid-rise,1.85
flat,Sector 95,560,Relatively New,2,2,0,0,0,2,Semi-furnished,Average,High-rise,0.29
flat,Sector 4,1049,Relatively New,2,2,0,0,0,1,Un-furnished,Low,Mid-rise,0.32
flat,Sector 107,1277,Relatively New,2,2,1,0,0,3,Un-furnished,Medium,Mid-rise,0.9
flat,Manesar,2306,Moderately Old,3,3,0,1,0,3+,Semi-furnished,Low,Mid-rise,0.9
flat,Sector 65,1650,Relatively New,3,3,1,1,0,3,Semi-furnished,High,Low-rise,2.35
flat,Sector 107,489,Relatively New,2,2,0,0,0,2,Semi-furnished,Average,Low-rise,0.29
flat,Sector 85,2600,Relatively New,4,4,1,1,0,3,Semi-furnished,Average,Mid-rise,2.17
flat,Sector 82A,1886,Moderately Old,4,4,0,1,0,3+,Semi-furnished,Average,High-rise,2.7
flat,Sector 95,695,New Property,2,2,0,0,0,2,Semi-furnished,Low,High-rise,0.45
flat,Sector 69,1428,Relatively New,3,3,0,0,0,2,Un-furnished,Medium,Basement/Ground Floor,1.55
flat,Sector 92,1083,New Property,2,2,0,0,0,2,Un-furnished,Average,Low-rise,0.78
flat,Sector 83,1700,Moderately Old,3,3,0,1,0,2,Semi-furnished,Medium,High-rise,1.25
house,Sector 103,4700,Relatively New,4,2,0,0,0,1,Semi-furnished,Medium,High-rise,3.15
flat,Sector 113,2014,Relatively New,3,3,0,0,0,3,Semi-furnished,Medium,Mid-rise,2.45
flat,Sector 86,1734,Moderately Old,3,4,0,1,0,3+,Semi-furnished,Medium,High-rise,1.28
flat,Sector 65,1787,Relatively New,4,4,1,1,0,3+,Un-furnished,High,Basement/Ground Floor,2.85
flat,Sector 65,1493,Relatively New,3,3,1,1,0,3,Un-furnished,High,Low-rise,2.35
house,Sector 112,6350,Relatively New,4,4,0,1,0,1,Un-furnished,Medium,Low-rise,7.46
house,Sector 70A,2615,New Property,5,4,0,1,0,2,Un-furnished,Average,Low-rise,5.25
flat,Sector 65,1358,Relatively New,2,2,0,0,0,2,Semi-furnished,Low,Skyscraper,1.9
flat,Sector 69,1819,Relatively New,4,4,0,0,0,2,Semi-furnished,High,Basement/Ground Floor,1.95
flat,Sector 37C,1820,New Property,3,3,0,0,0,0,Semi-furnished,Medium,Low-rise,1.35
flat,Sector 69,2910,Relatively New,4,2,0,0,0,3+,Semi-furnished,Low,High-rise,3.25
flat,Sohna Road,524,New Property,2,2,0,0,0,1,Un-furnished,Low,Basement/Ground Floor,0.4
house,Sector 14,3147,Old,6,2,0,0,0,0,Semi-furnished,Average,Low-rise,6.4
flat,Sector 90,2130,Moderately Old,3,3,0,1,0,3+,Semi-furnished,Medium,Mid-rise,1.2
house,Sector 25,4527,Moderately Old,5,2,1,1,1,1,Semi-furnished,Medium,Low-rise,15.5
flat,Sector 85,1484,Relatively New,2,2,0,0,0,3,Semi-furnished,Average,Mid-rise,1.05
flat,Sector 81,3700,New Property,4,4,1,1,0,3+,Furnished,Average,Mid-rise,4.4
flat,Sector 61,1708,Under Construction,3,4,0,1,0,3+,Semi-furnished,Medium,Skyscraper,3.87
flat,Sector 43,2712,Moderately Old,4,4,0,1,0,3+,Semi-furnished,Low,Mid-rise,6.5
flat,Sector 69,1819,Relatively New,4,4,0,0,0,2,Un-furnished,Medium,High-rise,1.75
flat,Sector 92,1738,Relatively New,3,3,0,0,0,3,Semi-furnished,Average,Low-rise,1.5
flat,Sector 104,1596,Relatively New,3,2,1,0,0,3+,Un-furnished,Medium,High-rise,1.2
flat,Manesar,2070,Moderately Old,3,3,0,1,0,3+,Semi-furnished,Low,Mid-rise,0.9
flat,Sector 65,1493,Relatively New,3,3,1,1,0,3+,Semi-furnished,High,Low-rise,2.25
flat,Sector 113,1155,New Property,2,2,0,0,0,2,Semi-furnished,Medium,High-rise,1.5
flat,Sohna Road,1043,Relatively New,2,2,0,0,0,2,Semi-furnished,Medium,Low-rise,0.65
flat,Sector 62,1365,New Property,2,2,0,1,0,2,Semi-furnished,Average,Skyscraper,2.1
flat,Sector 49,1604,Moderately Old,3,3,0,0,0,3,Un-furnished,Medium,Mid-rise,2.1
flat,Sector 66,2000,Relatively New,3,4,0,1,0,3,Un-furnished,Medium,Mid-rise,3.45
flat,Sector 72,2625,Relatively New,4,2,0,1,0,3+,Semi-furnished,Average,High-rise,3.5
flat,Sector 10A,1821,Moderately Old,3,3,0,0,0,3,Semi-furnished,Low,Low-rise,1.1
flat,Sector 50,2800,Old,3,1,0,1,0,3+,Un-furnished,Medium,Mid-rise,3.25
house,Sector 12,1160,Relatively New,3,3,0,0,0,3,Semi-furnished,Low,Low-rise,0.7
flat,Sector 103,1726,Relatively New,3,4,0,1,0,3+,Semi-furnished,High,Low-rise,1.0
flat,Sector 79,1223,Relatively New,2,4,0,0,0,2,Semi-furnished,Average,Low-rise,1.3
house,Sector 24,5018,Relatively New,3,3,0,0,0,1,Furnished,Low,Low-rise,1.9
flat,Sector 37C,1437,Relatively New,2,3,1,0,0,3,Semi-furnished,Average,Mid-rise,0.85
flat,Sector 99,2516,New Property,3,4,0,1,0,3,Un-furnished,High,Low-rise,2.45
flat,Sector 104,842,New Property,3,2,0,0,0,2,Semi-furnished,Medium,Mid-rise,0.65
flat,Sector 90,2152,Relatively New,3,3,1,0,0,2,Un-furnished,Average,Mid-rise,0.92
flat,Sector 55,1700,Moderately Old,3,3,0,0,0,2,Un-furnished,Average,Mid-rise,1.44
flat,Sector 81,1780,Relatively New,3,3,0,0,0,0,Semi-furnished,Low,Mid-rise,0.9
flat,Sector 86,1750,Relatively New,3,3,0,0,0,1,Un-furnished,High,High-rise,1.58
house,Hira Nagar,562,Old,3,2,0,0,0,1,Semi-furnished,Low,Low-rise,0.45
flat,Sector 108,1283,Relatively New,2,1,1,0,0,3,Semi-furnished,Medium,Mid-rise,1.02
flat,Sector 86,1747,Moderately Old,3,3,0,1,0,3,Semi-furnished,Medium,High-rise,1.3
flat,Sector 37C,2196,New Property,3,3,0,1,0,3+,Semi-furnished,Average,Mid-rise,1.44
house,Sector 21,1284,Relatively New,5,2,0,0,0,3,Semi-furnished,Low,Low-rise,1.6
flat,Sector 71,683,New Property,1,1,0,0,0,0,Semi-furnished,Low,Mid-rise,0.9
flat,Sector 95,2000,Relatively New,3,3,0,0,0,1,Semi-furnished,Medium,High-rise,0.9
house,Sector 2,3587,Moderately Old,6,2,0,0,0,1,Semi-furnished,Low,Low-rise,5.0
flat,Sector 79,1654,New Property,3,4,0,1,0,3+,Semi-furnished,Average,High-rise,1.95
flat,Sector 112,2226,Relatively New,3,4,0,1,0,3+,Un-furnished,High,High-rise,3.65
flat,Sohna Road,760,Relatively New,2,2,0,0,0,2,Semi-furnished,Average,Mid-rise,0.4
flat,Sector 83,1100,Moderately Old,2,2,0,0,0,2,Un-furnished,Medium,High-rise,0.85
house,Sector 109,3607,New Property,4,2,1,1,1,1,Semi-furnished,High,Low-rise,8.48
flat,Sector 95,711,Relatively New,3,2,0,0,0,1,Un-furnished,Medium,Low-rise,0.38
flat,Sector 90,1900,Relatively New,4,4,0,0,0,3+,Semi-furnished,Medium,Mid-rise,1.65
flat,Sector 108,2850,Relatively New,3,4,0,0,0,0,Semi-furnished,Low,High-rise,1.5
flat,Sector 103,1450,Relatively New,2,2,0,0,0,0,Semi-furnished,Medium,High-rise,0.8
flat,Sector 69,1392,Relatively New,3,3,0,0,0,1,Semi-furnished,Medium,High-rise,1.37
flat,Gwal Pahari,5350,Moderately Old,4,4,0,0,0,3+,Semi-furnished,Medium,Basement/Ground Floor,5.9
flat,Sector 37D,2191,Relatively New,3,3,1,0,0,3+,Semi-furnished,Average,Mid-rise,1.71
flat,Sohna Road,570,Relatively New,2,2,0,0,0,1,Semi-furnished,Average,High-rise,0.24
house,Sector 105,484,Moderately Old,2,2,0,0,0,1,Semi-furnished,Low,Low-rise,0.38
house,Sector 43,3000,New Property,2,3,0,0,0,1,Furnished,Low,Mid-rise,2.25
flat,Sector 61,1766,New Property,3,3,0,0,0,2,Semi-furnished,Average,Low-rise,2.2
house,Sector 13,785,Moderately Old,5,4,1,1,0,1,Semi-furnished,Low,Low-rise,0.9
house,Sector 28,3247,New Property,6,2,1,1,1,1,Semi-furnished,High,Low-rise,9.54
house,Sector 3,450,New Property,1,1,0,0,0,1,Semi-furnished,Low,Mid-rise,0.4
flat,Sector 65,3043,Relatively New,3,3,1,1,0,3,Semi-furnished,Medium,High-rise,5.9
flat,Sector 65,1654,New Property,3,3,0,0,0,2,Semi-furnished,Average,Mid-rise,2.44
flat,Sohna Road,1210,New Property,3,2,0,0,0,3+,Semi-furnished,Medium,Low-rise,0.95
flat,Sector 108,1505,Relatively New,2,2,0,0,0,2,Semi-furnished,Low,High-rise,0.7
flat,Sector 85,2017,Relatively New,4,2,0,1,0,3+,Semi-furnished,Low,Mid-rise,1.73
flat,Manesar,1508,Moderately Old,3,2,0,0,0,2,Semi-furnished,Low,Mid-rise,0.85
flat,Sector 109,1550,Relatively New,3,3,0,0,0,3,Un-furnished,Average,High-rise,1.75
flat,Sector 47,2649,Moderately Old,3,3,0,0,0,0,Un-furnished,Low,Basement/Ground Floor,2.4
flat,Sector 85,1075,Relatively New,2,2,0,0,0,2,Semi-furnished,Average,Mid-rise,0.68
flat,Sector 78,1413,Moderately Old,2,2,0,0,0,2,Semi-furnished,Medium,High-rise,0.69
house,Sector 41,1200,Moderately Old,1,1,0,0,0,3,Semi-furnished,Low,Low-rise,1.65
flat,Sector 89,998,New Property,2,1,0,0,0,3,Semi-furnished,Average,Mid-rise,0.86
flat,Sector 107,489,Relatively New,2,2,0,0,0,2,Semi-furnished,Average,Mid-rise,0.28
flat,Sector 102,1100,Relatively New,2,2,0,0,0,2,Semi-furnished,Medium,Basement/Ground Floor,1.25
flat,Sector 81,1470,Relatively New,3,3,0,0,0,3+,Semi-furnished,Medium,Mid-rise,1.4
flat,Sector 69,1428,Relatively New,3,3,0,0,0,2,Semi-furnished,Medium,Mid-rise,1.4
flat,Sector 90,790,New Property,2,2,0,0,0,2,Semi-furnished,Low,Low-rise,0.5
flat,Sector 109,2765,Relatively New,4,4,0,1,0,3,Semi-furnished,High,Mid-rise,1.9
flat,Sector 84,1896,Relatively New,4,4,0,1,0,3+,Semi-furnished,Medium,High-rise,1.02
house,Sector 43,5501,Moderately Old,5,2,1,1,1,1,Semi-furnished,Medium,Low-rise,15.5
flat,Sector 66,1989,Relatively New,3,3,1,1,1,3,Semi-furnished,Medium,High-rise,3.2
flat,Sector 53,2895,New Property,3,4,0,0,0,3+,Semi-furnished,Medium,High-rise,4.8
house,Sector 50,3247,Moderately Old,5,2,1,1,1,1,Un-furnished,High,Low-rise,10.3
flat,Sector 72,2308,Moderately Old,3,3,0,1,0,3,Semi-furnished,Average,Mid-rise,4.1
house,Sector 56,1452,Moderately Old,5,2,0,0,0,3,Semi-furnished,Average,Low-rise,3.6
house,Sector 54,9018,Moderately Old,4,4,1,1,1,1,Semi-furnished,Low,Low-rise,25.0
house,Sector 46,1623,Relatively New,4,4,0,0,0,3,Un-furnished,Low,Low-rise,3.5
flat,Sector 91,2139,Moderately Old,4,4,0,1,0,3+,Semi-furnished,Medium,High-rise,1.65
flat,Sector 2,735,Moderately Old,1,1,0,0,0,1,Un-furnished,Medium,Mid-rise,0.6
flat,Sector 89,1103,Under Construction,2,2,1,0,0,2,Semi-furnished,Average,Mid-rise,1.05
flat,Sector 79,1654,New Property,3,4,0,1,0,3+,Semi-furnished,Medium,Mid-rise,1.7
house,Sector 54,1443,Relatively New,4,2,0,1,0,3,Furnished,Medium,Mid-rise,5.5
flat,Golf Course Ext Road,2500,New Property,4,4,0,0,0,3+,Un-furnished,Medium,Low-rise,2.4
flat,Sector 88A,1977,Relatively New,3,1,0,0,0,3+,Semi-furnished,Medium,Mid-rise,1.3
flat,Sector 65,2252,New Property,3,3,0,1,0,3,Semi-furnished,Low,Skyscraper,2.86
flat,Sector 85,2019,New Property,3,3,0,0,0,3+,Semi-furnished,Medium,High-rise,1.83
flat,Sector 22,2064,New Property,3,3,0,0,0,3+,Furnished,Medium,Low-rise,4.1
flat,Sector 104,2295,Relatively New,3,1,0,1,0,3+,Un-furnished,High,Mid-rise,2.25
flat,Sector 79,2147,Relatively New,3,3,0,0,0,3,Semi-furnished,Low,Low-rise,1.45
flat,Sohna Road,1102,Relatively New,2,2,0,0,0,2,Furnished,Medium,High-rise,0.9
house,Sector 23,4200,Moderately Old,3,3,0,1,0,1,Un-furnished,Low,Low-rise,5.5
flat,Sector 86,1780,Relatively New,3,3,1,0,0,3+,Semi-furnished,High,High-rise,1.5
house,Sector 4,432,Moderately Old,1,1,0,0,0,1,Semi-furnished,Low,Low-rise,0.4
flat,Sector 108,2343,New Property,4,2,1,1,0,3,Furnished,Medium,Skyscraper,4.1
house,Sector 26,4527,Old,6,2,0,1,0,1,Un-furnished,Average,Low-rise,18.0
house,Sector 26,9018,Relatively New,4,4,1,1,1,1,Un-furnished,Medium,Low-rise,23.0
flat,Sector 33,1100,Moderately Old,2,2,0,0,0,3,Un-furnished,Average,Mid-rise,1.1
flat,Sector 70,2162,Moderately Old,4,2,0,1,0,3+,Un-furnished,High,Mid-rise,2.0
flat,Sector 63A,1159,New Property,2,2,0,0,0,2,Semi-furnished,Medium,Low-rise,1.55
flat,Sector 85,1400,Relatively New,2,2,0,0,0,3,Semi-furnished,Average,Skyscraper,1.4
flat,Sector 25,2318,Old,4,4,0,1,0,3,Un-furnished,Low,High-rise,3.7
flat,Sector 78,1115,Moderately Old,2,2,0,0,1,1,Semi-furnished,Medium,Mid-rise,0.62
flat,Sector 107,489,Relatively New,2,2,0,0,0,1,Semi-furnished,Average,Mid-rise,0.3
house,Sector 54,2422,Moderately Old,4,4,0,0,0,2,Semi-furnished,Average,Low-rise,5.7
flat,Sector 10A,1380,New Property,2,3,0,0,0,2,Semi-furnished,Average,Mid-rise,0.8
flat,Sector 76,1199,Relatively New,2,2,0,0,0,3,Un-furnished,Low,High-rise,0.75
flat,Sector 37C,1892,Relatively New,3,4,1,1,0,3,Semi-furnished,Average,Mid-rise,1.1
flat,Sector 104,1403,Relatively New,2,2,0,0,0,2,Semi-furnished,Average,Mid-rise,1.5
flat,Sector 86,2068,Relatively New,3,4,0,1,0,3,Semi-furnished,Medium,High-rise,1.93
flat,Sector 2,1281,Moderately Old,2,2,0,0,0,3,Semi-furnished,Medium,High-rise,0.98
flat,Sector 50,2000,Moderately Old,3,3,0,0,1,3,Un-furnished,Medium,Mid-rise,2.35
flat,Sector 84,2989,Relatively New,4,4,0,1,0,3+,Semi-furnished,Medium,Mid-rise,2.28
flat,Sector 83,1792,Relatively New,3,3,0,1,0,2,Semi-furnished,Medium,Low-rise,1.25
flat,Sohna Road,476,Relatively New,2,1,0,0,0,0,Semi-furnished,Low,Basement/Ground Floor,0.32
flat,Sector 106,1186,Relatively New,3,4,0,1,0,3+,Semi-furnished,Average,Skyscraper,1.28
flat,Sector 104,2072,Relatively New,3,4,0,1,0,3+,Semi-furnished,High,High-rise,1.73
flat,Sector 37D,1700,Relatively New,3,3,0,0,0,3,Semi-furnished,Medium,Mid-rise,1.1
flat,Sector 70A,1718,Relatively New,3,3,0,0,0,3+,Un-furnished,High,High-rise,2.5
flat,Sector 67A,523,Relatively New,2,2,0,0,0,2,Semi-furnished,Medium,Low-rise,0.62
house,Sector 33,4690,Relatively New,5,2,0,1,0,1,Semi-furnished,Medium,Mid-rise,11.5
house,Sector 2,1560,New Property,3,3,0,1,0,3,Un-furnished,Medium,Low-rise,3.65
flat,Sector 70,1523,Relatively New,3,3,1,1,0,3,Semi-furnished,Average,Mid-rise,1.55
house,Sector 109,3607,Relatively New,5,2,1,1,1,1,Un-furnished,Medium,Low-rise,9.4
flat,Sector 85,2600,Relatively New,4,4,0,0,0,3,Semi-furnished,Average,Low-rise,2.1
flat,Sector 72,1800,New Property,3,4,0,1,0,3+,Furnished,High,High-rise,3.3
house,Sector 82,2160,New Property,3,4,1,1,1,3,Semi-furnished,Medium,Low-rise,3.2
flat,Sector 85,1484,Relatively New,2,2,0,0,0,3,Semi-furnished,Medium,Mid-rise,1.14
house,Sector 109,6241,Relatively New,5,3,1,1,1,1,Semi-furnished,High,Low-rise,6.0
flat,Sector 86,574,Relatively New,2,2,0,0,0,1,Semi-furnished,Low,High-rise,0.45
flat,Sector 36,412,New Property,1,1,0,0,0,1,Semi-furnished,Average,Mid-rise,0.24
house,Sector 50,4230,Relatively New,4,4,1,1,0,1,Furnished,High,Low-rise,12.5
flat,Sector 37D,1376,Relatively New,3,2,0,0,0,3+,Semi-furnished,Average,High-rise,1.5
flat,Sector 107,602,Relatively New,2,2,0,0,0,1,Un-furnished,Average,Mid-rise,0.4
flat,Sector 106,1200,New Property,2,2,0,0,0,3,Un-furnished,High,Mid-rise,0.97
flat,Sector 37C,1665,Relatively New,3,4,0,0,0,3,Semi-furnished,Medium,Mid-rise,1.22
flat,Sector 83,950,Relatively New,2,2,0,0,0,2,Un-furnished,High,Low-rise,0.65
flat,Sector 70,991,New Property,2,2,0,0,0,2,Semi-furnished,Low,Mid-rise,0.53
flat,Sector 67A,1343,New Property,3,1,0,0,1,2,Un-furnished,Medium,Mid-rise,1.62
house,Sector 26,4527,Relatively New,6,3,1,1,1,1,Un-furnished,Medium,Low-rise,18.9
flat,Sector 90,2139,Relatively New,4,4,0,1,0,3+,Semi-furnished,Medium,High-rise,1.6
flat,Sector 58,2000,Relatively New,3,4,1,1,0,2,Un-furnished,High,High-rise,3.83
flat,Sector 90,1700,Relatively New,3,3,0,1,0,3+,Semi-furnished,Medium,High-rise,1.25
flat,Sector 48,1493,Moderately Old,3,3,0,0,1,3,Furnished,High,Low-rise,1.42
flat,Sector 104,2565,New Property,4,2,0,1,0,3+,Semi-furnished,Medium,Low-rise,1.75
flat,Sector 48,2364,Moderately Old,3,3,0,1,0,3+,Furnished,Average,Mid-rise,5.15
flat,Sector 61,1380,Under Construction,3,4,0,1,0,3+,Semi-furnished,High,Skyscraper,3.9
flat,Sector 69,1819,Relatively New,4,4,0,0,0,2,Semi-furnished,Medium,Mid-rise,1.68
flat,Manesar,1700,Moderately Old,3,3,0,1,0,3+,Semi-furnished,Medium,Low-rise,0.73
flat,Sector 83,3200,Relatively New,5,3,0,1,0,3+,Un-furnished,High,High-rise,3.15
flat,Sector 47,2848,Moderately Old,4,1,0,0,1,3+,Un-furnished,Medium,Mid-rise,1.8
flat,Sector 28,1700,Old,3,3,0,1,0,2,Semi-furnished,High,High-rise,2.26
flat,Sector 2,1100,Old,2,2,0,0,0,2,Un-furnished,Average,High-rise,0.75
flat,Sector 95,711,Relatively New,3,2,0,0,0,1,Un-furnished,Medium,Mid-rise,0.37
flat,Sector 59,3339,New Property,3,4,0,1,0,3,Un-furnished,Average,High-rise,5.8
flat,Sector 68,1200,New Property,2,2,0,0,0,2,Un-furnished,Medium,High-rise,1.05
house,Sector 82,3900,Relatively New,4,4,0,1,0,1,Furnished,Medium,Low-rise,7.0
flat,Sector 49,1633,Relatively New,3,3,0,0,0,3,Semi-furnished,Average,Basement/Ground Floor,2.09
house,Sector 7,1804,Relatively New,2,2,0,0,0,3,Semi-furnished,Low,Low-rise,2.0
flat,Sector 82,2195,Relatively New,4,2,0,1,0,3+,Semi-furnished,Medium,Mid-rise,1.6
flat,Sector 95,1364,New Property,2,2,0,0,0,2,Semi-furnished,Low,High-rise,0.56
house,Sector 4,2255,Old,3,3,0,0,0,3+,Semi-furnished,Average,Low-rise,3.3
flat,Sector 89,998,New Property,2,2,1,0,0,2,Semi-furnished,Average,Low-rise,0.9
flat,Sector 90,2468,Moderately Old,4,4,0,0,0,3+,Semi-furnished,Medium,Mid-rise,1.65
flat,Sector 86,1300,New Property,2,2,0,0,0,1,Semi-furnished,Average,High-rise,0.82
house,Sector 22,2354,Old,2,2,0,0,0,2,Un-furnished,Average,Low-rise,4.75
flat,Sector 37C,1576,Relatively New,3,3,1,0,0,3,Semi-furnished,Average,Low-rise,1.27
house,Sector 24,2850,Old,4,4,0,0,0,0,Semi-furnished,Average,Low-rise,6.5
house,Sector 50,2131,Moderately Old,3,3,0,1,0,3,Semi-furnished,Average,Low-rise,7.1
flat,Sector 102,1100,Relatively New,2,2,0,0,0,2,Semi-furnished,Medium,High-rise,1.24
flat,Sector 83,850,Relatively New,2,2,1,0,0,2,Un-furnished,High,Low-rise,0.78
house,Sector 49,1900,Moderately Old,3,3,0,0,0,3,Semi-furnished,Medium,Low-rise,2.8
flat,Sector 61,1325,New Property,2,2,1,0,0,2,Semi-furnished,Average,Low-rise,1.5
house,Sector 43,2706,Relatively New,3,3,1,1,0,2,Furnished,Average,Low-rise,7.85
flat,Sector 85,1650,Relatively New,3,4,0,1,0,2,Semi-furnished,Low,Mid-rise,1.2
flat,Sector 104,301,New Property,1,2,0,0,0,2,Semi-furnished,Medium,Low-rise,0.2
house,Sector 38,902,Relatively New,2,3,1,0,1,1,Semi-furnished,Low,Low-rise,2.1
flat,Sohna Road,576,New Property,2,2,0,0,0,2,Semi-furnished,Medium,Mid-rise,0.26
house,Sector 17,145,Moderately Old,2,2,0,0,0,3,Semi-furnished,Low,Low-rise,0.32
flat,Sector 3 Phase 2,650,Relatively New,2,2,0,0,0,1,Semi-furnished,Medium,Low-rise,0.28
house,Sector 33,4960,Relatively New,6,4,1,1,1,1,Un-furnished,Medium,Low-rise,9.55
house,Sector 67,1736,New Property,5,3,0,0,0,3,Semi-furnished,Low,Low-rise,1.5
house,Sector 7,900,Old,2,2,0,0,0,1,Semi-furnished,Low,Low-rise,0.53
